compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PIPE__L0,__PIPE__L1,__TILE__L0,__TILE__L1
04min 36sec,501301 (2.152ms),41312 (3%),36014 (1%),264 (6%),69 (1%),1 (~0%),1,1,4,15,off,off,1,1
04min 38sec,525983 (2.257ms),45570 (3%),34152 (1%),258 (5%),60 (~0%),1 (~0%),1,4,4,12,off,off,1,1
04min 29sec,554112 (2.378ms),34134 (2%),30367 (1%),254 (5%),60 (~0%),1 (~0%),1,1,4,10,off,off,1,1
04min 31sec,592589 (2.532ms),45613 (3%),45788 (1%),394 (9%),97 (1%),1 (~0%),1,1,6,6,off,off,1,1
04min 31sec,506772 (2.175ms),50701 (4%),37962 (1%),264 (6%),69 (1%),1 (~0%),1,4,4,15,off,off,1,1
04min 32sec,506131 (2.172ms),43035 (3%),37540 (1%),264 (6%),73 (1%),1 (~0%),3,1,4,15,off,off,1,1
04min 20sec,573301 (2.461ms),37867 (3%),33388 (1%),216 (5%),53 (~0%),3 (~0%),1,1,2,15,off,off,1,1
04min 28sec,520515 (2.324ms),42747 (3%),36909 (1%),264 (6%),73 (1%),1 (~0%),4,1,4,15,off,off,1,1
04min 31sec,507972 (2.18ms),67943 (5%),42375 (1%),264 (6%),69 (1%),1 (~0%),1,2,4,15,off,off,1,1
04min 29sec,506111 (2.182ms),47584 (4%),41501 (1%),274 (6%),72 (1%),1 (~0%),1,1,4,20,off,off,1,1
04min 33sec,506111 (2.182ms),47584 (4%),41501 (1%),274 (6%),72 (1%),1 (~0%),1,1,4,20,off,off,1,1
04min 13sec,506101 (2.172ms),39926 (3%),35823 (1%),264 (6%),69 (1%),1 (~0%),1,8,4,15,off,off,1,1
03min 34sec,513911 (2.206ms),23896 (2%),28322 (1%),230 (5%),69 (1%),5 (~0%),1,5,4,15,off,off,1,1
04min 06sec,717301 (3.079ms),35741 (3%),32063 (1%),216 (5%),45 (~0%),2 (~0%),1,1,1,15,off,off,1,1
04min 17sec,486978 (2.09ms),57145 (4%),56043 (2%),284 (6%),92 (1%),1 (~0%),1,1,5,15,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,1,1
04min 19sec,520515 (2.324ms),42326 (3%),36844 (1%),264 (6%),73 (1%),1 (~0%),2,1,4,15,off,off,1,1
04min 19sec,506131 (2.172ms),43060 (3%),37538 (1%),264 (6%),73 (1%),1 (~0%),6,1,4,15,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,4,1
04min 10sec,477301 (2.057ms),62350 (5%),53309 (2%),294 (6%),90 (1%),1 (~0%),1,1,4,30,off,off,1,1
03min 55sec,525380 (2.255ms),53904 (4%),53558 (2%),232 (5%),76 (1%),4 (~0%),1,1,3,15,off,off,1,1
03min 58sec,506131 (2.172ms),42919 (3%),37528 (1%),264 (6%),73 (1%),1 (~0%),10,1,4,15,off,off,1,1
03min 46sec,506702 (2.175ms),27176 (2%),24906 (1%),260 (6%),69 (1%),9 (~0%),1,20,4,15,off,off,1,1
04min 07sec,506181 (2.26ms),57821 (4%),56347 (2%),284 (6%),95 (1%),1 (~0%),2,1,5,15,off,off,1,1
04min 13sec,501380 (2.161ms),75043 (6%),71226 (3%),262 (6%),105 (1%),4 (~0%),1,1,3,30,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,1,4
60min 00sec,,,,,,,1,1,4,15,flatten,off,2,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,1,2
60min 00sec,,,,,,,1,1,5,15,flatten,off,1,1
04min 07sec,549301 (2.368ms),59103 (4%),51423 (2%),246 (5%),90 (1%),3 (~0%),1,1,2,30,off,off,1,1
03min 42sec,818191 (3.273ms),41589 (3%),42808 (1%),302 (6%),86 (1%),4 (~0%),1,1,5,3,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,8,1
04min 13sec,483972 (2.086ms),88996 (7%),59670 (2%),294 (6%),90 (1%),1 (~0%),1,2,4,30,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,8,2
03min 54sec,693301 (2.988ms),57072 (4%),50477 (2%),246 (5%),90 (1%),2 (~0%),1,1,1,30,off,off,1,1
03min 40sec,702978 (2.812ms),41640 (3%),42719 (1%),334 (7%),86 (1%),1 (~0%),1,1,5,4,off,off,1,1
04min 06sec,453378 (1.946ms),79235 (6%),73458 (3%),208 (4%),163 (2%),1 (~0%),1,1,12,15,off,off,1,1
03min 57sec,491731 (2.11ms),45172 (3%),38863 (1%),284 (6%),79 (1%),1 (~0%),5,1,5,15,off,off,1,1
04min 13sec,482772 (2.081ms),72654 (6%),55257 (2%),294 (6%),90 (1%),1 (~0%),1,4,4,30,off,off,1,1
04min 26sec,458849 (1.969ms),87289 (7%),81429 (3%),208 (4%),163 (2%),1 (~0%),1,4,12,15,off,off,1,1
04min 04sec,1000578 (4.002ms),63914 (5%),60146 (2%),210 (4%),163 (2%),3 (~0%),1,1,12,2,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,4,2
60min 00sec,,,,,,,1,1,4,15,flatten,off,60,2
04min 10sec,477378 (2.049ms),58833 (4%),57361 (2%),304 (7%),100 (1%),1 (~0%),1,1,6,15,off,off,1,1
04min 21sec,496515 (2.217ms),63785 (5%),54204 (2%),294 (6%),94 (1%),1 (~0%),4,1,4,30,off,off,1,1
04min 22sec,472581 (2.11ms),79911 (6%),73774 (3%),208 (4%),166 (2%),1 (~0%),2,1,12,15,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,2,8
04min 27sec,448567 (1.925ms),87933 (7%),79800 (3%),214 (4%),196 (2%),1 (~0%),1,1,15,15,off,off,1,1
04min 28sec,458197 (1.967ms),80538 (6%),74436 (3%),208 (4%),165 (2%),1 (~0%),5,1,12,15,off,off,1,1
04min 30sec,458178 (1.966ms),75528 (6%),73247 (3%),208 (4%),163 (2%),1 (~0%),1,8,12,15,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,2,4
60min 00sec,,,,,,,1,1,5,15,flatten,off,8,1
04min 01sec,722772 (3.102ms),45863 (3%),33957 (1%),216 (5%),45 (~0%),2 (~0%),1,4,1,15,off,off,1,1
04min 37sec,563797 (2.42ms),83285 (7%),77357 (3%),208 (4%),190 (2%),1 (~0%),3,1,12,15,off,off,1,1
07min 16sec,438901 (1.884ms),183593 (15%),128811 (5%),244 (5%),346 (5%),1 (~0%),1,1,30,15,off,off,1,1
03min 57sec,1634167 (6.537ms),72244 (6%),66506 (2%),216 (5%),199 (2%),2 (~0%),1,1,15,1,off,off,1,1
04min 01sec,784591 (3.138ms),65019 (5%),61143 (2%),226 (5%),163 (2%),4 (~0%),1,1,12,3,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,1,8
04min 23sec,460049 (1.974ms),104459 (8%),85926 (3%),208 (4%),163 (2%),1 (~0%),1,2,12,15,off,off,1,1
04min 19sec,458197 (1.967ms),80489 (6%),74438 (3%),208 (4%),165 (2%),1 (~0%),10,1,12,15,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,2,2
04min 06sec,458179 (1.966ms),72785 (6%),68478 (2%),204 (4%),126 (1%),1 (~0%),1,1,10,15,off,off,1,1
04min 19sec,467770 (2.088ms),88624 (7%),80111 (3%),214 (4%),199 (2%),1 (~0%),4,1,15,15,off,off,1,1
60min 00sec,,,,,,,1,1,5,15,flatten,off,60,1
06min 58sec,770114 (3.08ms),169377 (14%),116490 (4%),262 (6%),346 (5%),4 (~0%),1,1,30,3,off,off,1,1
04min 08sec,779780 (3.119ms),73717 (6%),67485 (2%),232 (5%),196 (2%),4 (~0%),1,1,15,3,off,off,1,1
04min 33sec,443777 (1.905ms),103139 (8%),91252 (3%),224 (5%),251 (3%),1 (~0%),1,1,20,15,off,off,1,1
04min 46sec,450448 (1.933ms),126789 (10%),107816 (4%),224 (5%),251 (3%),1 (~0%),1,2,20,15,off,off,1,1
60min 00sec,,,,,,,1,1,5,15,flatten,off,1,2
04min 43sec,462980 (2.067ms),103815 (8%),91561 (3%),224 (5%),254 (3%),1 (~0%),2,1,20,15,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,60,1
04min 41sec,449248 (1.928ms),109227 (9%),103317 (4%),224 (5%),251 (3%),1 (~0%),1,4,20,15,off,off,1,1
07min 38sec,458104 (2.045ms),184300 (15%),129132 (5%),244 (5%),349 (5%),1 (~0%),4,1,30,15,off,off,1,1
07min 29sec,443728 (1.904ms),185739 (15%),130563 (5%),244 (5%),348 (5%),1 (~0%),3,1,30,15,off,off,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,8,4
60min 00sec,,,,,,,1,1,4,15,flatten,off,8,8
28min 05sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,30,15,off,flatten,1,1
07min 00sec,654901 (2.62ms),169428 (14%),116395 (4%),294 (6%),346 (5%),1 (~0%),1,1,30,4,off,off,1,1
45min 50sec,15078 (0.06ms),491356 (41%),504327 (21%),154 (3%),2682 (39%),1 (~0%),1,4,30,15,off,flatten,1,1
25min 26sec,21797 (0.087ms),436717 (36%),540100 (22%),130 (3%),3342 (48%),1 (~0%),1,5,30,15,off,flatten,1,1
06min 53sec,1634101 (6.536ms),167634 (14%),115511 (4%),246 (5%),349 (5%),2 (~0%),1,1,30,1,off,off,1,1
07min 34sec,458104 (2.045ms),184285 (15%),129129 (5%),244 (5%),349 (5%),1 (~0%),2,1,30,15,off,off,1,1
27min 43sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,30,3,off,flatten,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,60,80
60min 00sec,,,,,,,1,1,4,15,flatten,off,60,4
38min 03sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,15,off,flatten,1,1
46min 28sec,15078 (0.06ms),491356 (41%),504327 (21%),154 (3%),2682 (39%),1 (~0%),1,4,1,15,off,flatten,1,1
29min 25sec,18678 (0.075ms),372099 (31%),340544 (14%),154 (3%),1341 (19%),1 (~0%),1,2,30,15,off,flatten,1,1
41min 03sec,21680 (0.087ms),289492 (24%),250014 (10%),154 (3%),677 (9%),1 (~0%),4,1,30,15,off,flatten,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,4,4
60min 00sec,,,,,,,1,1,4,15,flatten,off,4,8
36min 38sec,15078 (0.06ms),491356 (41%),504327 (21%),154 (3%),2682 (39%),1 (~0%),1,4,30,3,off,flatten,1,1
37min 54sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,8,80
47min 59sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,3,off,flatten,1,1
42min 53sec,15078 (0.06ms),491356 (41%),504327 (21%),154 (3%),2682 (39%),1 (~0%),1,4,3,15,off,flatten,1,1
47min 14sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,15,off,flatten,1,1
43min 15sec,15078 (0.06ms),491356 (41%),504327 (21%),154 (3%),2682 (39%),1 (~0%),1,4,30,2,off,flatten,1,1
55min 12sec,14837 (0.059ms),858531 (72%),1036037 (43%),86 (1%),6673 (97%),1 (~0%),1,10,30,15,off,flatten,1,1
60min 00sec,,,,,,,1,16,30,15,off,flatten,1,1
47min 59sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,5,off,flatten,1,1
48min 50sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,2,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,2,80
47min 09sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,3,15,off,flatten,1,1
46min 09sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,4,off,flatten,1,1
37min 58sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,2,off,flatten,1,1
46min 04sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,4,off,flatten,1,1
52min 56sec,13280 (0.053ms),692083 (58%),840288 (35%),154 (3%),5341 (78%),1 (~0%),4,8,30,1,off,flatten,1,1
38min 00sec,13304 (0.055ms),692919 (58%),841204 (35%),154 (3%),5342 (78%),1 (~0%),3,8,30,15,off,flatten,1,1
47min 18sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,10,off,flatten,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,1,80
53min 31sec,13280 (0.053ms),692083 (58%),840288 (35%),154 (3%),5341 (78%),1 (~0%),4,8,30,15,off,flatten,1,1
27min 54sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,30,1,off,flatten,1,1
07min 19sec,1634101 (6.536ms),149016 (12%),114936 (4%),246 (5%),341 (4%),2 (~0%),1,8,30,1,off,off,1,1
37min 14sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,12,off,flatten,1,1
37min 06sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,30,off,flatten,1,1
47min 59sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,30,off,flatten,1,1
07min 07sec,443701 (1.904ms),165068 (13%),128616 (5%),244 (5%),346 (5%),1 (~0%),1,8,30,15,off,off,1,1
50min 22sec,13280 (0.053ms),692096 (58%),840287 (35%),154 (3%),5341 (78%),1 (~0%),2,8,30,15,off,flatten,1,1
48min 13sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,20,off,flatten,1,1
36min 48sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,6,off,flatten,1,1
48min 13sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,30,6,off,flatten,1,1
60min 00sec,,,,,,,1,1,4,15,flatten,off,4,80
29min 44sec,18678 (0.075ms),372099 (31%),340544 (14%),154 (3%),1341 (19%),1 (~0%),1,2,30,1,off,flatten,1,1
46min 23sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,5,15,off,flatten,1,1
44min 53sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,3,1,off,flatten,1,1
38min 59sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,4,15,off,flatten,1,1
60min 00sec,,,,,,,1,20,30,15,off,flatten,1,1
38min 17sec,13303 (0.053ms),694359 (58%),840698 (35%),154 (3%),5342 (78%),1 (~0%),5,8,30,15,off,flatten,1,1
37min 27sec,13303 (0.053ms),694311 (58%),840684 (35%),154 (3%),5342 (78%),1 (~0%),10,8,30,15,off,flatten,1,1
37min 28sec,13304 (0.055ms),692919 (58%),841204 (35%),154 (3%),5342 (78%),1 (~0%),3,8,30,1,off,flatten,1,1
37min 08sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,1,off,flatten,1,1
38min 21sec,13303 (0.053ms),694413 (58%),840722 (35%),154 (3%),5342 (78%),1 (~0%),15,8,30,15,off,flatten,1,1
60min 00sec,,,,,,,1,8,30,15,flatten,flatten,1,1
37min 34sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,5,1,off,flatten,1,1
20min 11sec,21797 (0.087ms),436717 (36%),540100 (22%),130 (3%),3342 (48%),1 (~0%),1,5,30,1,off,flatten,1,1
38min 26sec,13303 (0.053ms),694620 (58%),840744 (35%),154 (3%),5342 (78%),1 (~0%),6,8,30,15,off,flatten,1,1
60min 00sec,,,,,,,1,80,30,15,off,flatten,1,1
43min 10sec,15078 (0.06ms),491356 (41%),504327 (21%),154 (3%),2682 (39%),1 (~0%),1,4,30,1,off,flatten,1,1
47min 04sec,13280 (0.053ms),692096 (58%),840287 (35%),154 (3%),5341 (78%),1 (~0%),2,8,30,1,off,flatten,1,1
47min 50sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,10,1,off,flatten,1,1
53min 46sec,14837 (0.059ms),858531 (72%),1036037 (43%),86 (1%),6673 (97%),1 (~0%),1,10,30,1,off,flatten,1,1
60min 00sec,,,,,,,1,16,30,1,off,flatten,1,1
37min 08sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,2,15,off,flatten,1,1
37min 43sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,6,1,off,flatten,1,1
03min 31sec,1634101 (6.536ms),16207 (1%),16011 (~0%),218 (5%),30 (~0%),3 (~0%),1,1,1,1,off,off,1,1
28min 12sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,1,1,off,flatten,1,1
05min 26sec,717301 (3.079ms),35741 (3%),32063 (1%),216 (5%),45 (~0%),2 (~0%),1,1,1,15,off,off,1,1
05min 26sec,1634167 (6.537ms),72244 (6%),66506 (2%),216 (5%),199 (2%),2 (~0%),1,1,15,1,off,off,1,1
05min 38sec,1634177 (6.537ms),87360 (7%),77958 (3%),226 (5%),254 (3%),2 (~0%),1,1,20,1,off,off,1,1
05min 00sec,1640702 (6.563ms),14148 (1%),12165 (~0%),46 (1%),30 (~0%),11 (1%),1,10,1,1,off,off,1,1
05min 11sec,1634128 (6.537ms),17787 (1%),17107 (~0%),218 (5%),32 (~0%),3 (~0%),10,1,1,1,off,off,1,1
05min 37sec,693301 (2.988ms),57072 (4%),50477 (2%),246 (5%),90 (1%),2 (~0%),1,1,1,30,off,off,1,1
60min 00sec,,,,,,,1,16,1,1,off,flatten,1,1
03min 56sec,698772 (3.012ms),68109 (5%),52367 (2%),246 (5%),90 (1%),2 (~0%),1,4,1,30,off,off,1,1
27min 30sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,1,15,off,flatten,1,1
27min 50sec,21680 (0.089ms),291693 (24%),249992 (10%),154 (3%),677 (9%),1 (~0%),2,1,1,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,1,1
27min 30sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,12,1,off,flatten,1,1
26min 54sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,1,10,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,2,1
28min 18sec,21680 (0.089ms),291693 (24%),249992 (10%),154 (3%),677 (9%),1 (~0%),2,1,1,15,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,1,8
27min 37sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,12,15,off,flatten,1,1
27min 12sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,15,15,off,flatten,1,1
39min 54sec,15078 (0.06ms),491356 (41%),504327 (21%),154 (3%),2682 (39%),1 (~0%),1,4,1,15,off,flatten,1,1
60min 00sec,,,,,,,1,16,1,1,off,flatten,1,8
27min 47sec,21677 (0.087ms),286344 (24%),248400 (10%),154 (3%),676 (9%),1 (~0%),1,1,20,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,2,4
40min 07sec,21703 (0.087ms),288494 (24%),250646 (10%),154 (3%),678 (9%),1 (~0%),6,1,1,1,off,flatten,1,1
46min 50sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,15,off,flatten,1,1
20min 19sec,21797 (0.087ms),436717 (36%),540100 (22%),130 (3%),3342 (48%),1 (~0%),1,5,1,15,off,flatten,1,1
03min 50sec,722772 (3.102ms),45863 (3%),33957 (1%),216 (5%),45 (~0%),2 (~0%),1,4,1,15,off,off,1,1
33min 49sec,15221 (0.063ms),489255 (41%),505146 (21%),154 (3%),2683 (39%),1 (~0%),4,4,1,15,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,2,8
21min 33sec,21797 (0.087ms),436717 (36%),540100 (22%),130 (3%),3342 (48%),1 (~0%),1,5,1,15,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,60,1
39min 01sec,13280 (0.053ms),692096 (58%),840287 (35%),154 (3%),5341 (78%),1 (~0%),2,8,1,15,off,flatten,1,1
32min 43sec,15078 (0.06ms),491356 (41%),504327 (21%),154 (3%),2682 (39%),1 (~0%),1,4,1,12,off,flatten,1,1
29min 00sec,18678 (0.075ms),372099 (31%),340544 (14%),154 (3%),1341 (19%),1 (~0%),1,2,1,15,off,flatten,1,1
45min 54sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,12,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,8,8
45min 38sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,10,15,off,flatten,1,1
46min 51sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,30,off,flatten,1,1
40min 04sec,13280 (0.053ms),692096 (58%),840287 (35%),154 (3%),5341 (78%),1 (~0%),2,8,1,12,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,1,4
60min 00sec,,,,,,,1,8,1,15,flatten,flatten,1,1
60min 00sec,,,,,,,1,16,1,1,off,flatten,4,1
46min 46sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,3,12,off,flatten,1,1
37min 57sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,10,off,flatten,1,1
60min 00sec,,,,,,,1,8,1,12,flatten,flatten,1,1
39min 51sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,6,off,flatten,1,1
03min 46sec,741312 (3.182ms),30447 (2%),28022 (1%),210 (4%),36 (~0%),2 (~0%),1,8,1,12,off,off,1,1
38min 26sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,5,off,flatten,1,1
60min 00sec,,,,,,,1,16,1,1,off,flatten,1,2
39min 26sec,13280 (0.053ms),692083 (58%),840288 (35%),154 (3%),5341 (78%),1 (~0%),4,8,1,15,off,flatten,1,1
39min 21sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,5,15,off,flatten,1,1
38min 06sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,4,12,off,flatten,1,1
38min 25sec,13303 (0.053ms),694620 (58%),840744 (35%),154 (3%),5342 (78%),1 (~0%),6,8,1,15,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,1,2
60min 00sec,,,,,,,1,16,1,1,off,flatten,60,1
37min 29sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,1,off,flatten,1,1
36min 20sec,13303 (0.053ms),694311 (58%),840684 (35%),154 (3%),5342 (78%),1 (~0%),10,8,1,15,off,flatten,1,1
39min 12sec,13280 (0.053ms),692083 (58%),840288 (35%),154 (3%),5341 (78%),1 (~0%),4,8,1,12,off,flatten,1,1
60min 00sec,,,,,,,1,16,1,1,off,flatten,2,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,4,8
45min 58sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,6,off,flatten,1,1
37min 46sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,4,15,off,flatten,1,1
37min 53sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,12,off,flatten,1,1
37min 32sec,13304 (0.055ms),692919 (58%),841204 (35%),154 (3%),5342 (78%),1 (~0%),3,8,1,15,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,4,1
60min 00sec,,,,,,,1,16,1,12,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,8,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,2,80
37min 56sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,1,off,flatten,1,1
37min 02sec,13303 (0.053ms),694359 (58%),840698 (35%),154 (3%),5342 (78%),1 (~0%),5,8,1,15,off,flatten,1,1
37min 43sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,6,15,off,flatten,1,1
41min 45sec,18678 (0.075ms),372099 (31%),340544 (14%),154 (3%),1341 (19%),1 (~0%),1,2,1,15,off,flatten,1,1
38min 23sec,13277 (0.053ms),690690 (58%),838873 (35%),154 (3%),5340 (78%),1 (~0%),1,8,1,6,off,flatten,1,1
29min 52sec,18678 (0.075ms),372099 (31%),340544 (14%),154 (3%),1341 (19%),1 (~0%),1,2,1,12,off,flatten,1,1
03min 24sec,1634101 (6.536ms),16207 (1%),16011 (~0%),218 (5%),30 (~0%),3 (~0%),1,1,1,1,off,off,1,1
05min 17sec,1634128 (6.537ms),17776 (1%),17104 (~0%),218 (5%),32 (~0%),3 (~0%),20,1,1,1,off,off,1,1
05min 48sec,1634177 (6.537ms),87360 (7%),77958 (3%),226 (5%),254 (3%),2 (~0%),1,1,20,1,off,off,1,1
05min 17sec,1634128 (6.537ms),17837 (1%),17113 (~0%),218 (5%),32 (~0%),3 (~0%),15,1,1,1,off,off,1,1
05min 09sec,1640702 (6.563ms),14148 (1%),12165 (~0%),46 (1%),30 (~0%),11 (1%),1,10,1,1,off,off,1,1
05min 10sec,1634101 (6.536ms),15869 (1%),15743 (~0%),218 (5%),30 (~0%),3 (~0%),1,8,1,1,off,off,1,1
05min 30sec,1634179 (6.537ms),57186 (4%),55178 (2%),206 (4%),129 (1%),2 (~0%),1,1,10,1,off,off,1,1
05min 39sec,1634167 (6.537ms),72244 (6%),66506 (2%),216 (5%),199 (2%),2 (~0%),1,1,15,1,off,off,1,1
05min 18sec,1634128 (6.537ms),17787 (1%),17107 (~0%),218 (5%),32 (~0%),3 (~0%),10,1,1,1,off,off,1,1
04min 19sec,1634101 (6.536ms),16207 (1%),16011 (~0%),218 (5%),30 (~0%),3 (~0%),60,1,1,1,off,off,1,1
04min 26sec,1634128 (6.537ms),17847 (1%),17112 (~0%),218 (5%),32 (~0%),3 (~0%),30,1,1,1,off,off,1,1
04min 27sec,1638928 (6.556ms),17604 (1%),16863 (~0%),218 (5%),32 (~0%),3 (~0%),15,8,1,1,off,off,1,1
04min 20sec,1639502 (6.558ms),14898 (1%),13560 (~0%),62 (1%),30 (~0%),19 (1%),1,20,1,1,off,off,1,1
04min 39sec,1634179 (6.537ms),57186 (4%),55178 (2%),206 (4%),129 (1%),2 (~0%),1,1,10,1,off,off,1,1
