compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PIPE__L0,__PIPE__L2,__TILE__L0,__TILE__L2
04min 08sec,393743 (1.575ms),20256 (1%),17930 (~0%),94 (2%),70 (1%),16 (1%),1,8,2,1,off,off,1,1
04min 46sec,33485 (0.134ms),65604 (5%),53907 (2%),378 (8%),368 (5%),8 (~0%),1,16,2,16,off,off,1,1
04min 54sec,32162 (0.129ms),62607 (5%),54398 (2%),346 (8%),368 (5%),8 (~0%),2,8,2,16,off,off,1,1
03min 54sec,38251 (0.153ms),46606 (3%),54828 (2%),250 (5%),368 (5%),0 (~0%),1,16,3,16,off,off,1,1
04min 54sec,39578 (0.158ms),61210 (5%),52619 (2%),346 (8%),368 (5%),8 (~0%),4,1,2,16,off,off,1,1
04min 50sec,189440 (0.758ms),54356 (4%),49852 (2%),318 (7%),352 (5%),8 (~0%),4,8,4,16,off,off,1,1
04min 21sec,433095 (1.732ms),30728 (2%),23418 (~0%),90 (2%),70 (1%),16 (1%),4,8,2,1,off,off,1,1
04min 54sec,36140 (0.145ms),62648 (5%),54450 (2%),346 (8%),368 (5%),8 (~0%),8,8,2,16,off,off,1,1
04min 20sec,201485 (0.806ms),34536 (2%),28788 (1%),186 (4%),140 (2%),8 (~0%),1,16,2,2,off,off,1,1
04min 42sec,184160 (0.737ms),54810 (4%),50063 (2%),318 (7%),352 (5%),8 (~0%),4,8,1,16,off,off,1,1
04min 22sec,218218 (0.873ms),24320 (2%),23242 (~0%),154 (3%),76 (1%),8 (~0%),4,8,2,2,off,off,1,1
04min 56sec,37512 (0.15ms),62655 (5%),54469 (2%),346 (8%),368 (5%),8 (~0%),10,8,2,16,off,off,1,1
04min 36sec,35816 (0.143ms),54975 (4%),50203 (2%),174 (4%),368 (5%),4 (~0%),4,8,6,16,off,off,1,1
04min 45sec,41689 (0.167ms),59588 (5%),51492 (2%),442 (10%),368 (5%),8 (~0%),16,8,2,16,off,off,1,1
04min 50sec,34070 (0.136ms),62637 (5%),54440 (2%),346 (8%),370 (5%),8 (~0%),5,8,2,16,off,off,1,1
04min 56sec,33002 (0.132ms),62379 (5%),53369 (2%),346 (8%),368 (5%),8 (~0%),2,4,2,16,off,off,1,1
06min 13sec,42394 (0.175ms),62571 (5%),52958 (2%),346 (8%),368 (5%),8 (~0%),4,5,2,16,off,off,1,1
04min 50sec,36058 (0.144ms),62281 (5%),52880 (2%),346 (8%),368 (5%),8 (~0%),4,2,2,16,off,off,1,1
04min 43sec,38042 (0.152ms),61196 (5%),52594 (2%),346 (8%),368 (5%),8 (~0%),2,1,2,16,off,off,1,1
06min 07sec,40730 (0.168ms),62557 (5%),52789 (2%),346 (8%),368 (5%),8 (~0%),2,5,2,16,off,off,1,1
04min 03sec,39474 (0.158ms),53571 (4%),57104 (2%),218 (5%),368 (5%),0 (~0%),2,8,3,16,off,off,1,1
04min 38sec,181932 (0.728ms),54114 (4%),48795 (2%),318 (7%),352 (5%),8 (~0%),2,4,4,16,off,off,1,1
04min 43sec,34682 (0.139ms),62267 (5%),52855 (2%),346 (8%),368 (5%),8 (~0%),2,2,2,16,off,off,1,1
04min 09sec,414679 (1.659ms),30482 (2%),21407 (~0%),90 (2%),38 (~0%),16 (1%),2,4,2,1,off,off,1,1
06min 02sec,40730 (0.168ms),62557 (5%),52789 (2%),346 (8%),368 (5%),8 (~0%),2,5,2,16,off,off,1,1
06min 05sec,37370 (0.154ms),67525 (5%),53096 (2%),346 (8%),368 (5%),8 (~0%),2,10,2,16,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,1,1
04min 10sec,208562 (0.834ms),24305 (2%),23233 (~0%),154 (3%),76 (1%),8 (~0%),2,8,2,2,off,off,1,1
04min 38sec,44468 (0.178ms),59587 (5%),51500 (2%),442 (10%),368 (5%),8 (~0%),20,8,2,16,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,1,2
60min 00sec,,,,,,,80,8,2,16,off,off,1,4
60min 00sec,,,,,,,80,8,2,16,off,off,4,4
60min 00sec,,,,,,,2,8,2,16,flatten,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,1,8
60min 00sec,,,,,,,80,8,2,16,off,off,80,4
60min 00sec,,,,,,,80,8,2,16,off,off,2,4
05min 44sec,84242 (0.354ms),106535 (9%),81119 (3%),346 (8%),368 (5%),8 (~0%),2,80,2,16,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,2,1
04min 26sec,176052 (0.704ms),54796 (4%),50035 (2%),318 (7%),352 (5%),8 (~0%),2,8,1,16,off,off,1,1
04min 40sec,181092 (0.724ms),54342 (4%),49824 (2%),318 (7%),352 (5%),8 (~0%),2,8,4,16,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,1,60
04min 09sec,413839 (1.655ms),30714 (2%),23409 (~0%),90 (2%),70 (1%),16 (1%),2,8,2,1,off,off,1,1
04min 28sec,34560 (0.138ms),54959 (4%),50195 (2%),174 (4%),368 (5%),4 (~0%),2,8,10,16,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,80,8
04min 29sec,34560 (0.138ms),54961 (4%),50176 (2%),174 (4%),368 (5%),4 (~0%),2,8,6,16,off,off,1,1
03min 54sec,39472 (0.158ms),53467 (4%),56878 (2%),218 (5%),368 (5%),0 (~0%),2,8,5,16,off,off,1,1
04min 24sec,181092 (0.724ms),55374 (4%),50155 (2%),318 (7%),352 (5%),8 (~0%),2,8,12,16,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,8,4
04min 07sec,107762 (0.431ms),28793 (2%),26953 (1%),154 (3%),104 (1%),8 (~0%),2,8,2,4,off,off,1,1
03min 49sec,39448 (0.158ms),52073 (4%),54907 (2%),218 (5%),368 (5%),0 (~0%),2,8,15,16,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,4,8
60min 00sec,,,,,,,80,8,2,16,off,off,80,2
60min 00sec,,,,,,,2,8,2,16,flatten,off,1,2
60min 00sec,,,,,,,2,8,2,16,flatten,off,1,8
60min 00sec,,,,,,,80,8,2,16,off,off,2,8
04min 55sec,28382 (0.114ms),108292 (9%),100960 (4%),90 (2%),696 (10%),8 (~0%),2,5,2,20,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,4,2
60min 00sec,,,,,,,2,5,2,20,flatten,off,1,1
04min 40sec,26618 (0.106ms),84584 (7%),75934 (3%),76 (1%),456 (6%),8 (~0%),2,20,2,20,off,off,1,1
05min 01sec,27710 (0.111ms),109424 (9%),103369 (4%),90 (2%),696 (10%),8 (~0%),2,10,2,20,off,off,1,1
04min 54sec,28718 (0.115ms),108028 (9%),100458 (4%),90 (2%),696 (10%),8 (~0%),2,4,2,20,off,off,1,1
04min 38sec,27610 (0.11ms),84627 (7%),76028 (3%),76 (1%),456 (6%),8 (~0%),4,20,2,20,off,off,1,1
04min 27sec,170508 (0.682ms),75414 (6%),71566 (3%),48 (1%),440 (6%),8 (~0%),2,20,1,20,off,off,1,1
04min 08sec,29405 (0.118ms),85658 (7%),73472 (3%),116 (2%),456 (6%),8 (~0%),1,20,2,20,off,off,1,1
04min 17sec,413335 (1.653ms),63316 (5%),60261 (2%),90 (2%),406 (5%),16 (1%),2,20,2,1,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,80,60
04min 49sec,28130 (0.113ms),84643 (7%),76086 (3%),76 (1%),458 (6%),8 (~0%),5,20,2,20,off,off,1,1
04min 05sec,33930 (0.136ms),62988 (5%),68781 (2%),220 (5%),456 (6%),0 (~0%),2,20,3,20,off,off,1,1
05min 18sec,29474 (0.118ms),112925 (9%),105448 (4%),90 (2%),696 (10%),8 (~0%),2,8,2,20,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,8,2
04min 48sec,29804 (0.119ms),84639 (7%),76064 (3%),76 (1%),456 (6%),8 (~0%),8,20,2,20,off,off,1,1
04min 37sec,87098 (0.348ms),64907 (5%),65559 (2%),170 (3%),430 (6%),8 (~0%),2,20,2,5,off,off,1,1
60min 00sec,,,,,,,2,20,2,20,flatten,off,1,1
60min 00sec,,,,,,,2,8,2,16,flatten,off,4,1
23min 32sec,63557 (0.286ms),187781 (15%),162095 (6%),90 (2%),316 (4%),8 (~0%),2,20,2,20,off,flatten,1,1
60min 00sec,,,,,,,2,8,2,16,flatten,off,8,1
04min 11sec,33928 (0.136ms),62878 (5%),68554 (2%),220 (5%),456 (6%),0 (~0%),2,20,5,20,off,off,1,1
04min 39sec,107258 (0.429ms),62485 (5%),63683 (2%),154 (3%),424 (6%),8 (~0%),2,20,2,4,off,off,1,1
04min 55sec,108266 (0.433ms),69684 (5%),67907 (2%),218 (5%),424 (6%),8 (~0%),2,20,2,8,off,off,1,1
60min 00sec,,,,,,,2,8,2,16,flatten,off,80,1
04min 24sec,208058 (0.832ms),57857 (4%),60262 (2%),154 (3%),412 (6%),8 (~0%),2,20,2,2,off,off,1,1
04min 45sec,29016 (0.116ms),64924 (5%),61531 (2%),192 (4%),456 (6%),4 (~0%),2,20,6,20,off,off,1,1
05min 09sec,30482 (0.122ms),107590 (9%),99497 (4%),90 (2%),696 (10%),8 (~0%),2,2,2,20,off,off,1,1
04min 44sec,30912 (0.124ms),84682 (7%),76194 (3%),76 (1%),456 (6%),8 (~0%),10,20,2,20,off,off,1,1
04min 39sec,34297 (0.137ms),84683 (7%),76186 (3%),76 (1%),456 (6%),8 (~0%),16,20,2,20,off,off,1,1
04min 40sec,175548 (0.702ms),74956 (6%),71353 (3%),48 (1%),440 (6%),8 (~0%),2,20,4,20,off,off,1,1
04min 41sec,36548 (0.146ms),80754 (6%),72325 (3%),196 (4%),456 (6%),8 (~0%),20,20,2,20,off,off,1,1
06min 13sec,30818 (0.123ms),118021 (9%),108538 (4%),90 (2%),696 (10%),8 (~0%),2,16,2,20,off,off,1,1
60min 00sec,,,,,,,2,8,2,16,flatten,off,2,1
06min 09sec,110450 (0.442ms),83547 (7%),78454 (3%),346 (8%),424 (6%),8 (~0%),2,20,2,16,off,off,1,1
04min 47sec,46778 (0.187ms),76724 (6%),74869 (3%),250 (5%),476 (6%),8 (~0%),2,20,2,10,off,off,1,1
23min 32sec,63557 (0.286ms),187781 (15%),162095 (6%),90 (2%),316 (4%),8 (~0%),2,20,2,80,off,off,1,1
05min 05sec,33002 (0.132ms),106011 (8%),98778 (4%),90 (2%),696 (10%),8 (~0%),2,1,2,20,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,2,60
04min 40sec,175548 (0.702ms),75968 (6%),71684 (3%),48 (1%),440 (6%),8 (~0%),2,20,12,20,off,off,1,1
04min 37sec,175548 (0.702ms),75982 (6%),71685 (3%),48 (1%),440 (6%),8 (~0%),2,20,20,20,off,off,1,1
04min 36sec,29016 (0.116ms),64936 (5%),61549 (2%),192 (4%),456 (6%),4 (~0%),2,20,10,20,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,2,2
04min 04sec,33920 (0.136ms),61612 (5%),66870 (2%),220 (5%),456 (6%),0 (~0%),2,20,15,20,off,off,1,1
05min 44sec,79202 (0.333ms),127222 (10%),101299 (4%),90 (2%),456 (6%),8 (~0%),2,80,2,20,off,off,1,1
04min 33sec,29016 (0.116ms),64873 (5%),61467 (2%),192 (4%),456 (6%),4 (~0%),2,20,30,20,off,off,1,1
60min 00sec,,,,,,,80,20,2,20,off,off,1,1
60min 00sec,,,,,,,80,8,2,16,off,off,80,1
03min 33sec,533981 (2.136ms),13542 (1%),11464 (~0%),94 (2%),22 (~0%),16 (1%),1,1,1,1,off,off,1,1
08min 40sec,75021 (0.317ms),117682 (9%),107530 (4%),222 (5%),292 (4%),8 (~0%),1,1,1,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,1,1
05min 24sec,586320 (2.345ms),17163 (1%),13294 (~0%),62 (1%),22 (~0%),16 (1%),4,1,1,1,off,off,1,1
05min 23sec,527981 (2.112ms),18006 (1%),20663 (~0%),94 (2%),134 (1%),16 (1%),1,16,1,1,off,off,1,1
05min 24sec,639306 (2.557ms),15619 (1%),11770 (~0%),110 (2%),22 (~0%),16 (1%),8,1,1,1,off,off,1,1
04min 57sec,404225 (1.617ms),14924 (1%),16177 (~0%),250 (5%),38 (~0%),0 (~0%),1,1,15,1,off,off,1,1
05min 23sec,399341 (1.597ms),14623 (1%),11995 (~0%),78 (1%),38 (~0%),8 (~0%),1,1,10,1,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,1,8
04min 02sec,393649 (1.575ms),35145 (2%),38062 (1%),86 (1%),206 (3%),8 (~0%),1,10,10,1,off,off,1,1
04min 16sec,595266 (2.381ms),16915 (1%),12431 (~0%),94 (2%),38 (~0%),8 (~0%),20,1,10,1,off,off,1,1
04min 22sec,39341 (0.157ms),46335 (3%),45072 (1%),206 (4%),368 (5%),4 (~0%),1,1,10,16,off,off,1,1
07min 41sec,75021 (0.317ms),117682 (9%),107530 (4%),222 (5%),292 (4%),8 (~0%),1,1,1,10,off,flatten,1,1
03min 50sec,404225 (1.617ms),14924 (1%),16177 (~0%),250 (5%),38 (~0%),0 (~0%),1,1,15,1,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,1,4
04min 19sec,44225 (0.177ms),43564 (3%),49777 (2%),250 (5%),368 (5%),0 (~0%),1,1,15,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,1,2
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,8,1
04min 38sec,403821 (1.726ms),18999 (1%),16747 (~0%),118 (2%),30 (~0%),4 (~0%),1,1,10,5,off,off,1,1
04min 29sec,53809 (0.215ms),51697 (4%),52848 (2%),166 (3%),356 (5%),4 (~0%),1,1,10,10,off,off,1,1
60min 00sec,,,,,,,1,1,10,16,flatten,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,4,4
04min 34sec,33341 (0.133ms),47947 (4%),47968 (2%),206 (4%),368 (5%),4 (~0%),1,16,10,16,off,off,1,1
04min 47sec,33341 (0.133ms),47812 (4%),47934 (2%),206 (4%),368 (5%),4 (~0%),1,16,30,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,1,60
04min 37sec,111341 (0.445ms),21449 (1%),18855 (~0%),142 (3%),104 (1%),4 (~0%),1,1,10,4,off,off,1,1
60min 00sec,,,,,,,1,16,10,16,off,flatten,1,1
04min 46sec,36141 (0.145ms),47409 (4%),45333 (1%),206 (4%),368 (5%),4 (~0%),1,2,10,16,off,off,1,1
05min 07sec,45258 (0.181ms),53582 (4%),48445 (2%),174 (4%),368 (5%),4 (~0%),8,1,10,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,8,2
60min 00sec,,,,,,,1,16,10,16,flatten,off,1,1
60min 00sec,,,,,,,1,16,30,16,off,flatten,1,1
04min 19sec,57341 (0.229ms),32765 (2%),31673 (1%),142 (3%),192 (2%),4 (~0%),1,16,30,8,off,off,1,1
04min 31sec,177581 (0.71ms),48465 (4%),47978 (2%),350 (8%),352 (5%),8 (~0%),1,16,20,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,8,4
04min 26sec,33741 (0.135ms),47767 (4%),46876 (1%),206 (4%),368 (5%),4 (~0%),1,8,10,16,off,off,1,1
04min 51sec,36018 (0.144ms),55124 (4%),51244 (2%),174 (4%),370 (5%),4 (~0%),5,16,30,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,80,4
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,1,4
04min 25sec,57341 (0.229ms),32904 (2%),31708 (1%),142 (3%),192 (2%),4 (~0%),1,16,10,8,off,off,1,1
06min 26sec,38701 (0.16ms),52691 (4%),46294 (1%),206 (4%),368 (5%),4 (~0%),1,10,10,16,off,off,1,1
04min 49sec,43527 (0.174ms),52036 (4%),48227 (2%),270 (6%),368 (5%),4 (~0%),16,16,30,16,off,off,1,1
04min 58sec,36018 (0.144ms),55189 (4%),51327 (2%),174 (4%),370 (5%),4 (~0%),5,16,10,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,4,1
04min 41sec,38058 (0.152ms),55196 (4%),51338 (2%),174 (4%),368 (5%),4 (~0%),8,16,10,16,off,off,1,1
03min 59sec,38251 (0.153ms),46606 (3%),54828 (2%),250 (5%),368 (5%),0 (~0%),1,16,3,16,off,off,1,1
60min 00sec,,,,,,,1,16,30,16,flatten,off,1,1
04min 20sec,33341 (0.133ms),47812 (4%),47934 (2%),206 (4%),368 (5%),4 (~0%),1,16,30,16,off,off,1,1
04min 42sec,35376 (0.142ms),55171 (4%),51310 (2%),174 (4%),368 (5%),4 (~0%),4,16,10,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,8,1
04min 21sec,105341 (0.421ms),25535 (2%),25047 (1%),142 (3%),152 (2%),4 (~0%),1,16,30,4,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,8,60
04min 03sec,38251 (0.153ms),46606 (3%),54828 (2%),250 (5%),368 (5%),0 (~0%),1,16,3,16,off,off,1,1
04min 53sec,36018 (0.144ms),55189 (4%),51327 (2%),174 (4%),370 (5%),4 (~0%),5,16,10,16,off,off,1,1
05min 34sec,205821 (0.88ms),34003 (2%),32325 (1%),158 (3%),140 (2%),4 (~0%),1,16,10,10,off,off,1,1
05min 30sec,108689 (0.435ms),63986 (5%),66828 (2%),214 (4%),304 (4%),4 (~0%),1,20,30,16,off,off,1,1
04min 37sec,33741 (0.135ms),47632 (4%),46842 (1%),206 (4%),368 (5%),4 (~0%),1,8,30,16,off,off,1,1
05min 39sec,205821 (0.88ms),33866 (2%),32292 (1%),158 (3%),140 (2%),4 (~0%),1,16,30,10,off,off,1,1
04min 54sec,33485 (0.134ms),65604 (5%),53907 (2%),378 (8%),368 (5%),8 (~0%),1,16,2,16,off,off,1,1
05min 03sec,35376 (0.142ms),55106 (4%),51227 (2%),174 (4%),368 (5%),4 (~0%),4,16,30,16,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,4,8
05min 37sec,397821 (1.7ms),25265 (2%),27865 (1%),118 (2%),134 (1%),4 (~0%),1,16,10,5,off,off,1,1
04min 58sec,39410 (0.158ms),55140 (4%),51274 (2%),174 (4%),368 (5%),4 (~0%),10,16,30,16,off,off,1,1
04min 41sec,167981 (0.672ms),47949 (4%),47853 (2%),350 (8%),352 (5%),8 (~0%),1,16,1,16,off,off,1,1
03min 29sec,533981 (2.136ms),13542 (1%),11464 (~0%),94 (2%),22 (~0%),16 (1%),1,1,1,1,off,off,1,1
05min 29sec,639306 (2.557ms),15619 (1%),11770 (~0%),110 (2%),22 (~0%),16 (1%),8,1,1,1,off,off,1,1
05min 30sec,665810 (2.663ms),15630 (1%),11789 (~0%),110 (2%),22 (~0%),16 (1%),10,1,1,1,off,off,1,1
05min 14sec,528381 (2.114ms),14566 (1%),14983 (~0%),94 (2%),70 (1%),16 (1%),1,8,1,1,off,off,1,1
05min 24sec,528289 (2.113ms),34109 (2%),38002 (1%),102 (2%),206 (3%),16 (1%),1,10,1,1,off,off,1,1
05min 11sec,404225 (1.617ms),14924 (1%),16177 (~0%),250 (5%),38 (~0%),0 (~0%),1,1,15,1,off,off,1,1
05min 49sec,169249 (0.677ms),86159 (7%),86446 (3%),102 (2%),560 (8%),8 (~0%),1,1,1,20,off,off,1,1
05min 36sec,173981 (0.696ms),46353 (3%),44957 (1%),350 (8%),352 (5%),8 (~0%),1,1,1,16,off,off,1,1
05min 25sec,234663 (0.939ms),96924 (8%),94588 (4%),62 (1%),680 (9%),8 (~0%),16,1,1,20,off,off,1,1
05min 12sec,215810 (0.863ms),53446 (4%),48306 (2%),318 (7%),352 (5%),8 (~0%),10,1,1,16,off,off,1,1
04min 46sec,164301 (0.657ms),66612 (5%),67353 (2%),88 (2%),440 (6%),8 (~0%),1,20,1,20,off,off,1,1
04min 32sec,39509 (0.158ms),72259 (6%),81624 (3%),274 (6%),576 (8%),0 (~0%),1,1,15,20,off,off,1,1
04min 44sec,188449 (0.754ms),51337 (4%),52726 (2%),262 (6%),340 (4%),8 (~0%),1,1,1,10,off,off,1,1
05min 34sec,201546 (0.806ms),96900 (8%),94516 (3%),62 (1%),680 (9%),8 (~0%),8,1,1,20,off,off,1,1
05min 06sec,44414 (0.178ms),83046 (7%),89751 (3%),234 (5%),696 (10%),0 (~0%),8,1,15,20,off,off,1,1
05min 07sec,45832 (0.183ms),83429 (7%),90450 (3%),234 (5%),696 (10%),0 (~0%),10,1,15,20,off,off,1,1
05min 27sec,194250 (0.777ms),75437 (6%),71640 (3%),48 (1%),440 (6%),8 (~0%),8,20,1,20,off,off,1,1
05min 29sec,202210 (0.809ms),75452 (6%),71703 (3%),48 (1%),440 (6%),8 (~0%),10,20,1,20,off,off,1,1
05min 41sec,37349 (0.149ms),81664 (6%),88260 (3%),274 (6%),576 (8%),0 (~0%),1,16,15,20,off,off,1,1
05min 27sec,165809 (0.663ms),92121 (7%),91776 (3%),102 (2%),560 (8%),8 (~0%),1,8,1,20,off,off,1,1
05min 11sec,29261 (0.117ms),55937 (4%),57224 (2%),232 (5%),456 (6%),4 (~0%),1,20,10,20,off,off,1,1
04min 50sec,34161 (0.137ms),52728 (4%),62531 (2%),260 (6%),456 (6%),0 (~0%),1,20,15,20,off,off,1,1
05min 21sec,32202 (0.129ms),64927 (5%),61554 (2%),192 (4%),456 (6%),4 (~0%),8,20,10,20,off,off,1,1
05min 00sec,37118 (0.148ms),61599 (5%),66875 (2%),220 (5%),456 (6%),0 (~0%),8,20,15,20,off,off,1,1
04min 59sec,38232 (0.153ms),61962 (5%),67557 (2%),220 (5%),456 (6%),0 (~0%),10,20,15,20,off,off,1,1
05min 04sec,169101 (0.676ms),67085 (5%),67432 (2%),88 (2%),440 (6%),8 (~0%),1,20,12,20,off,off,1,1
05min 02sec,169101 (0.676ms),67118 (5%),67434 (2%),88 (2%),440 (6%),8 (~0%),1,20,20,20,off,off,1,1
05min 53sec,108689 (0.435ms),64089 (5%),66812 (2%),214 (4%),304 (4%),4 (~0%),1,20,10,16,off,off,1,1
60min 00sec,,,,,,,1,20,10,20,flatten,off,1,1
60min 00sec,,,,,,,1,20,15,20,flatten,off,1,1
04min 57sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
04min 55sec,33310 (0.133ms),64940 (5%),61614 (2%),192 (4%),456 (6%),4 (~0%),10,20,10,20,off,off,1,1
06min 02sec,37002 (0.148ms),98414 (8%),94390 (3%),206 (4%),696 (10%),4 (~0%),8,16,10,20,off,off,1,1
04min 55sec,200010 (0.8ms),75991 (6%),71758 (3%),48 (1%),440 (6%),8 (~0%),8,20,12,20,off,off,1,1
05min 59sec,128394 (0.514ms),75890 (6%),74661 (3%),174 (4%),424 (6%),4 (~0%),8,20,10,16,off,off,1,1
60min 00sec,,,,,,,8,20,10,20,flatten,off,1,1
60min 00sec,,,,,,,1,20,15,20,flatten,off,8,1
60min 00sec,,,,,,,1,20,10,20,flatten,off,1,2
04min 40sec,36695 (0.147ms),64939 (5%),61606 (2%),192 (4%),456 (6%),4 (~0%),16,20,10,20,off,off,1,1
06min 36sec,7883940 (33.837ms),108123 (9%),78869 (3%),62 (1%),166 (2%),8 (~0%),4,20,10,60,off,off,1,1
60min 00sec,,,,,,,4,20,10,80,off,off,1,1
04min 38sec,183632 (0.735ms),75993 (6%),71722 (3%),48 (1%),440 (6%),8 (~0%),4,20,20,20,off,off,1,1
04min 40sec,30008 (0.12ms),64852 (5%),61436 (2%),192 (4%),456 (6%),4 (~0%),4,20,30,20,off,off,1,1
60min 00sec,,,,,,,4,20,10,20,off,flatten,1,1
04min 51sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
04min 51sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
04min 51sec,29016 (0.116ms),64936 (5%),61549 (2%),192 (4%),456 (6%),4 (~0%),2,20,10,20,off,off,1,1
04min 03sec,34161 (0.137ms),52728 (4%),62531 (2%),260 (6%),456 (6%),0 (~0%),1,20,15,20,off,off,1,1
04min 49sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
60min 00sec,,,,,,,4,20,10,20,flatten,off,1,1
05min 07sec,32202 (0.129ms),64927 (5%),61554 (2%),192 (4%),456 (6%),4 (~0%),8,20,10,20,off,off,1,1
06min 21sec,33216 (0.133ms),98373 (8%),94153 (3%),206 (4%),696 (10%),4 (~0%),2,16,10,20,off,off,1,1
04min 38sec,33928 (0.136ms),62878 (5%),68554 (2%),220 (5%),456 (6%),0 (~0%),2,20,5,20,off,off,1,1
05min 07sec,29016 (0.116ms),64924 (5%),61531 (2%),192 (4%),456 (6%),4 (~0%),2,20,6,20,off,off,1,1
06min 11sec,113184 (0.453ms),75817 (6%),74437 (3%),174 (4%),424 (6%),4 (~0%),2,20,10,16,off,off,1,1
60min 00sec,,,,,,,4,20,10,20,flatten,off,1,4
60min 00sec,,,,,,,4,20,10,20,flatten,off,1,8
05min 23sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
05min 22sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
05min 40sec,31872 (0.127ms),93277 (7%),91063 (3%),206 (4%),696 (10%),4 (~0%),2,8,10,20,off,off,1,1
05min 31sec,30108 (0.12ms),89776 (7%),88984 (3%),206 (4%),696 (10%),4 (~0%),2,10,10,20,off,off,1,1
05min 16sec,29016 (0.116ms),64924 (5%),61531 (2%),192 (4%),456 (6%),4 (~0%),2,20,6,20,off,off,1,1
04min 48sec,33930 (0.136ms),62988 (5%),68781 (2%),220 (5%),456 (6%),0 (~0%),2,20,3,20,off,off,1,1
05min 25sec,110832 (0.443ms),66004 (5%),63987 (2%),110 (2%),424 (6%),4 (~0%),2,20,10,8,off,off,1,1
05min 14sec,49176 (0.197ms),71121 (6%),69686 (2%),126 (2%),476 (6%),4 (~0%),2,20,10,10,off,off,1,1
04min 45sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
04min 45sec,30528 (0.122ms),64933 (5%),61576 (2%),192 (4%),458 (6%),4 (~0%),5,20,10,20,off,off,1,1
04min 51sec,32202 (0.129ms),64927 (5%),61554 (2%),192 (4%),456 (6%),4 (~0%),8,20,10,20,off,off,1,1
04min 52sec,31116 (0.124ms),88380 (7%),86073 (3%),206 (4%),696 (10%),4 (~0%),2,4,10,20,off,off,1,1
04min 54sec,30780 (0.123ms),88644 (7%),86575 (3%),206 (4%),696 (10%),4 (~0%),2,5,10,20,off,off,1,1
04min 45sec,175548 (0.702ms),74956 (6%),71353 (3%),48 (1%),440 (6%),8 (~0%),2,20,4,20,off,off,1,1
04min 49sec,29016 (0.116ms),64924 (5%),61531 (2%),192 (4%),456 (6%),4 (~0%),2,20,6,20,off,off,1,1
04min 40sec,89496 (0.358ms),61392 (5%),60587 (2%),86 (1%),430 (6%),4 (~0%),2,20,10,5,off,off,1,1
04min 50sec,30008 (0.12ms),64915 (5%),61518 (2%),192 (4%),456 (6%),4 (~0%),4,20,10,20,off,off,1,1
