compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PIPE__L0,__PIPE__L2,__TILE__L0,__TILE__L2
04min 27sec,152533 (0.61ms),37553 (3%),43351 (1%),134 (3%),184 (2%),0 (~0%),1,2,8,14,off,off,1,1
04min 26sec,35757 (0.143ms),45358 (3%),48239 (2%),106 (2%),224 (3%),0 (~0%),2,2,5,14,off,off,1,1
04min 04sec,82448 (0.33ms),29615 (2%),34633 (1%),120 (2%),93 (1%),5 (~0%),1,2,5,5,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,1,1
04min 15sec,33853 (0.135ms),37406 (3%),42920 (1%),80 (1%),192 (2%),2 (~0%),1,2,10,14,off,off,1,1
04min 26sec,36675 (0.147ms),45552 (3%),48573 (2%),106 (2%),224 (3%),0 (~0%),3,2,5,14,off,off,1,1
05min 04sec,34175 (0.153ms),41760 (3%),54531 (2%),134 (3%),198 (2%),0 (~0%),1,10,5,14,off,off,1,1
04min 06sec,347432 (1.39ms),9169 (~0%),8237 (~0%),78 (1%),23 (~0%),4 (~0%),1,2,5,1,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,1,8
60min 00sec,,,,,,,1,2,5,14,flatten,off,2,1
03min 27sec,33449 (0.134ms),23432 (1%),25631 (1%),134 (3%),162 (2%),0 (~0%),1,14,5,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,1,4
03min 43sec,34599 (0.138ms),45061 (3%),46826 (1%),52 (1%),224 (3%),2 (~0%),3,2,10,14,off,off,1,1
03min 22sec,345755 (1.383ms),26551 (2%),32361 (1%),98 (2%),115 (1%),2 (~0%),1,10,5,1,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,4,1
03min 33sec,37775 (0.151ms),46273 (3%),54537 (2%),134 (3%),267 (3%),0 (~0%),1,7,5,14,off,off,1,1
04min 22sec,32113 (0.143ms),41316 (3%),53016 (2%),80 (1%),198 (2%),2 (~0%),1,10,10,14,off,off,1,1
03min 50sec,35550 (0.142ms),45009 (3%),46780 (1%),52 (1%),224 (3%),2 (~0%),4,2,10,14,off,off,1,1
03min 28sec,177515 (0.71ms),28651 (2%),37476 (1%),106 (2%),150 (2%),2 (~0%),1,14,5,2,off,off,1,1
03min 27sec,345635 (1.383ms),27992 (2%),34949 (1%),106 (2%),147 (2%),2 (~0%),1,14,5,1,off,off,1,1
03min 44sec,147733 (0.591ms),39717 (3%),43750 (1%),134 (3%),184 (2%),0 (~0%),1,2,4,14,off,off,1,1
04min 35sec,145993 (0.652ms),41379 (3%),53470 (2%),134 (3%),190 (2%),0 (~0%),1,10,1,14,off,off,1,1
03min 57sec,145267 (0.581ms),29775 (2%),26018 (1%),134 (3%),154 (2%),0 (~0%),1,14,2,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,4,8
04min 50sec,32685 (0.146ms),48939 (4%),56626 (2%),52 (1%),230 (3%),2 (~0%),3,10,10,14,off,off,1,1
03min 46sec,34900 (0.14ms),29502 (2%),28596 (1%),106 (2%),164 (2%),0 (~0%),4,14,5,14,off,off,1,1
03min 41sec,175575 (0.702ms),26666 (2%),33307 (1%),44 (1%),118 (1%),4 (~0%),1,10,10,2,off,off,1,1
03min 38sec,145267 (0.581ms),23051 (1%),24570 (1%),134 (3%),154 (2%),0 (~0%),1,14,1,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,60,1
04min 49sec,34460 (0.154ms),48909 (4%),56634 (2%),52 (1%),229 (3%),2 (~0%),5,10,10,14,off,off,1,1
04min 45sec,33578 (0.15ms),48887 (4%),56636 (2%),52 (1%),230 (3%),2 (~0%),4,10,10,14,off,off,1,1
03min 46sec,31387 (0.126ms),22988 (1%),24116 (1%),80 (1%),162 (2%),2 (~0%),1,14,10,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,4,80
60min 00sec,,,,,,,1,2,5,14,flatten,off,4,2
03min 56sec,151327 (0.647ms),34970 (2%),53383 (2%),52 (1%),569 (8%),2 (~0%),1,70,10,14,off,off,1,1
03min 35sec,175455 (0.702ms),28128 (2%),35901 (1%),52 (1%),150 (2%),4 (~0%),1,14,10,2,off,off,1,1
03min 52sec,151327 (0.647ms),34970 (2%),53383 (2%),52 (1%),569 (8%),2 (~0%),1,70,10,14,off,off,1,1
03min 41sec,35713 (0.143ms),45829 (3%),53022 (2%),80 (1%),267 (3%),2 (~0%),1,7,10,14,off,off,1,1
04min 42sec,145993 (0.652ms),48103 (4%),54918 (2%),134 (3%),190 (2%),0 (~0%),1,10,2,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,8,8
60min 00sec,,,,,,,1,2,5,14,flatten,off,8,1
03min 36sec,343635 (1.375ms),27720 (2%),33908 (1%),52 (1%),147 (2%),4 (~0%),1,14,10,1,off,off,1,1
04min 42sec,31835 (0.142ms),48900 (4%),56553 (2%),52 (1%),230 (3%),2 (~0%),2,10,10,14,off,off,1,1
03min 54sec,31959 (0.128ms),29204 (2%),27160 (1%),52 (1%),164 (2%),2 (~0%),3,14,10,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,4,4
08min 14sec,11167 (0.048ms),251702 (21%),371993 (15%),44 (1%),1556 (22%),0 (~0%),1,10,10,14,off,flatten,1,1
04min 35sec,145993 (0.652ms),41595 (3%),53504 (2%),134 (3%),190 (2%),0 (~0%),1,10,16,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,8,80
03min 32sec,77588 (0.31ms),31043 (2%),35965 (1%),66 (1%),125 (1%),7 (~0%),1,10,10,5,off,off,1,1
03min 50sec,33690 (0.135ms),29195 (2%),27109 (1%),52 (1%),163 (2%),2 (~0%),5,14,10,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,1,2
03min 50sec,31131 (0.125ms),29165 (2%),27087 (1%),52 (1%),164 (2%),2 (~0%),2,14,10,14,off,off,1,1
08min 02sec,11167 (0.048ms),251702 (21%),371993 (15%),44 (1%),1556 (22%),0 (~0%),1,10,10,1,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,8,2
03min 50sec,32830 (0.131ms),29167 (2%),27110 (1%),52 (1%),164 (2%),2 (~0%),4,14,10,14,off,off,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,1,80
03min 45sec,145267 (0.581ms),25299 (2%),24946 (1%),134 (3%),154 (2%),0 (~0%),1,14,4,14,off,off,1,1
08min 02sec,14947 (0.064ms),251182 (21%),370137 (15%),44 (1%),1556 (22%),0 (~0%),1,1,10,1,off,flatten,1,1
10min 16sec,9717 (0.042ms),278798 (23%),380881 (16%),44 (1%),1558 (22%),0 (~0%),3,10,10,14,off,flatten,1,1
04min 22sec,31867 (0.134ms),58926 (4%),70871 (2%),78 (1%),162 (2%),0 (~0%),1,10,2,1,off,flatten,1,1
10min 01sec,9563 (0.041ms),278769 (23%),380743 (16%),44 (1%),1558 (22%),0 (~0%),2,10,10,1,off,flatten,1,1
08min 18sec,12847 (0.055ms),251368 (21%),370392 (15%),44 (1%),1556 (22%),0 (~0%),1,2,10,1,off,flatten,1,1
08min 21sec,11167 (0.048ms),251702 (21%),371993 (15%),44 (1%),1556 (22%),0 (~0%),1,10,10,5,off,flatten,1,1
10min 09sec,9717 (0.042ms),278798 (23%),380881 (16%),44 (1%),1558 (22%),0 (~0%),3,10,10,1,off,flatten,1,1
08min 18sec,11167 (0.048ms),251702 (21%),371993 (15%),44 (1%),1556 (22%),0 (~0%),1,10,10,7,off,flatten,1,1
10min 25sec,10179 (0.043ms),278492 (23%),379855 (16%),44 (1%),1558 (22%),0 (~0%),3,5,10,14,off,flatten,1,1
10min 24sec,10292 (0.044ms),278789 (23%),381018 (16%),44 (1%),1557 (22%),0 (~0%),6,10,10,1,off,flatten,1,1
10min 12sec,10100 (0.043ms),278784 (23%),381014 (16%),44 (1%),1557 (22%),0 (~0%),5,10,10,1,off,flatten,1,1
10min 25sec,9914 (0.042ms),278756 (23%),380878 (16%),44 (1%),1558 (22%),0 (~0%),4,10,10,1,off,flatten,1,1
10min 17sec,10011 (0.043ms),278463 (23%),379717 (16%),44 (1%),1558 (22%),0 (~0%),2,5,10,1,off,flatten,1,1
10min 18sec,11565 (0.049ms),278464 (23%),379280 (16%),44 (1%),1558 (22%),0 (~0%),3,2,10,14,off,flatten,1,1
10min 15sec,9717 (0.042ms),278798 (23%),380881 (16%),44 (1%),1558 (22%),0 (~0%),3,10,10,2,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,60,2
05min 01sec,31713 (0.133ms),79548 (6%),78142 (3%),78 (1%),164 (2%),0 (~0%),2,10,2,1,off,flatten,1,1
05min 00sec,32557 (0.137ms),79585 (6%),78281 (3%),78 (1%),164 (2%),0 (~0%),3,10,2,14,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,60,4
10min 14sec,9755 (0.042ms),278601 (23%),380101 (16%),44 (1%),1558 (22%),0 (~0%),2,7,10,1,off,flatten,1,1
03min 45sec,364253 (1.457ms),31951 (2%),34497 (1%),24 (~0%),147 (2%),4 (~0%),2,10,10,1,off,off,1,1
10min 07sec,13595 (0.058ms),278249 (23%),378887 (16%),44 (1%),1558 (22%),0 (~0%),2,1,10,1,off,flatten,1,1
10min 21sec,13875 (0.059ms),278278 (23%),379025 (16%),44 (1%),1558 (22%),0 (~0%),3,1,10,14,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,2,4
10min 11sec,11355 (0.049ms),278435 (23%),379142 (16%),44 (1%),1558 (22%),0 (~0%),2,2,10,1,off,flatten,1,1
10min 32sec,9717 (0.042ms),278798 (23%),380881 (16%),44 (1%),1558 (22%),0 (~0%),3,10,10,7,off,flatten,1,1
10min 36sec,8827 (0.038ms),299811 (25%),508576 (21%),44 (1%),1558 (22%),0 (~0%),2,70,10,1,off,flatten,1,1
06min 18sec,19687 (0.084ms),123976 (10%),132250 (5%),78 (1%),384 (5%),0 (~0%),3,10,4,14,off,flatten,1,1
10min 23sec,9915 (0.042ms),278630 (23%),380239 (16%),44 (1%),1558 (22%),0 (~0%),3,7,10,14,off,flatten,1,1
10min 27sec,9563 (0.041ms),278769 (23%),380743 (16%),44 (1%),1558 (22%),0 (~0%),2,10,10,2,off,flatten,1,1
04min 41sec,32157 (0.137ms),66677 (5%),56964 (2%),218 (5%),164 (2%),0 (~0%),3,10,1,14,off,flatten,1,1
11min 06sec,8827 (0.038ms),299811 (25%),508576 (21%),44 (1%),1558 (22%),0 (~0%),2,70,10,5,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,2,8
11min 34sec,8947 (0.038ms),312732 (26%),580326 (24%),44 (1%),1558 (22%),0 (~0%),3,70,10,1,off,flatten,1,1
04min 24sec,2155677 (8.623ms),53482 (4%),59090 (2%),24 (~0%),567 (8%),4 (~0%),2,70,10,1,off,off,1,1
06min 27sec,13869 (0.059ms),155593 (13%),188373 (7%),66 (1%),780 (11%),0 (~0%),2,10,5,1,off,flatten,1,1
10min 40sec,9435 (0.04ms),278891 (23%),381513 (16%),44 (1%),1558 (22%),0 (~0%),2,14,10,1,off,flatten,1,1
10min 25sec,11355 (0.049ms),278435 (23%),379142 (16%),44 (1%),1558 (22%),0 (~0%),2,2,10,5,off,flatten,1,1
04min 27sec,438426 (1.874ms),58918 (4%),62083 (2%),46 (1%),565 (8%),7 (~0%),2,70,10,5,off,off,1,1
10min 10sec,9540 (0.041ms),271280 (22%),378791 (16%),44 (1%),1557 (22%),0 (~0%),5,70,10,1,off,flatten,1,1
08min 26sec,10687 (0.046ms),248026 (20%),369569 (15%),44 (1%),1556 (22%),0 (~0%),1,70,10,1,off,flatten,1,1
60min 00sec,,,,,,,2,70,10,1,flatten,flatten,1,1
10min 54sec,10011 (0.043ms),278463 (23%),379717 (16%),44 (1%),1558 (22%),0 (~0%),2,5,10,5,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,60,8
06min 59sec,18497 (0.079ms),149360 (12%),275237 (11%),78 (1%),712 (10%),0 (~0%),2,70,4,5,off,flatten,1,1
10min 45sec,8827 (0.038ms),299811 (25%),508576 (21%),44 (1%),1558 (22%),0 (~0%),2,70,10,2,off,flatten,1,1
05min 05sec,30587 (0.131ms),93335 (7%),205173 (8%),218 (5%),604 (8%),0 (~0%),2,70,1,5,off,flatten,1,1
11min 25sec,8947 (0.038ms),312732 (26%),580326 (24%),44 (1%),1558 (22%),0 (~0%),3,70,10,5,off,flatten,1,1
05min 33sec,30977 (0.13ms),106243 (8%),226490 (9%),78 (1%),604 (8%),0 (~0%),2,70,2,5,off,flatten,1,1
10min 21sec,13595 (0.058ms),278249 (23%),378887 (16%),44 (1%),1558 (22%),0 (~0%),2,1,10,5,off,flatten,1,1
10min 13sec,9563 (0.041ms),278769 (23%),380743 (16%),44 (1%),1558 (22%),0 (~0%),2,10,10,5,off,flatten,1,1
06min 45sec,18497 (0.079ms),149360 (12%),275237 (11%),78 (1%),712 (10%),0 (~0%),2,70,4,1,off,flatten,1,1
10min 27sec,9755 (0.042ms),278601 (23%),380101 (16%),44 (1%),1558 (22%),0 (~0%),2,7,10,5,off,flatten,1,1
08min 04sec,10687 (0.046ms),248026 (20%),369569 (15%),44 (1%),1556 (22%),0 (~0%),1,70,10,5,off,flatten,1,1
10min 23sec,9716 (0.042ms),271285 (22%),378792 (16%),44 (1%),1557 (22%),0 (~0%),6,70,10,1,off,flatten,1,1
10min 37sec,8827 (0.038ms),299811 (25%),508576 (21%),44 (1%),1558 (22%),0 (~0%),2,70,10,14,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,60,80
09min 59sec,9540 (0.041ms),271280 (22%),378791 (16%),44 (1%),1557 (22%),0 (~0%),5,70,10,5,off,flatten,1,1
10min 28sec,8827 (0.038ms),299811 (25%),508576 (21%),44 (1%),1558 (22%),0 (~0%),2,70,10,10,off,flatten,1,1
18min 50sec,8443 (0.036ms),435696 (36%),709782 (30%),78 (1%),2498 (36%),0 (~0%),2,70,16,5,off,flatten,1,1
05min 07sec,30587 (0.131ms),93335 (7%),205173 (8%),218 (5%),604 (8%),0 (~0%),2,70,1,1,off,flatten,1,1
13min 38sec,10327 (0.044ms),383904 (32%),570360 (24%),78 (1%),2496 (36%),0 (~0%),1,70,16,5,off,flatten,1,1
10min 02sec,10814 (0.046ms),271283 (22%),378863 (16%),44 (1%),1556 (22%),0 (~0%),12,70,10,1,off,flatten,1,1
10min 26sec,8827 (0.038ms),299811 (25%),508576 (21%),44 (1%),1558 (22%),0 (~0%),2,70,10,70,off,flatten,1,1
18min 27sec,10971 (0.047ms),415094 (35%),580348 (24%),78 (1%),2498 (36%),0 (~0%),2,2,16,5,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,2,2
18min 46sec,8443 (0.036ms),435696 (36%),709782 (30%),78 (1%),2498 (36%),0 (~0%),2,70,16,7,off,flatten,1,1
09min 14sec,9403 (0.04ms),254250 (21%),435083 (18%),78 (1%),1250 (18%),0 (~0%),2,70,8,5,off,flatten,1,1
18min 04sec,13211 (0.056ms),414908 (35%),580093 (24%),78 (1%),2498 (36%),0 (~0%),2,1,16,5,off,flatten,1,1
18min 22sec,8443 (0.036ms),435696 (36%),709782 (30%),78 (1%),2498 (36%),0 (~0%),2,70,16,1,off,flatten,1,1
18min 27sec,8443 (0.036ms),435696 (36%),709782 (30%),78 (1%),2498 (36%),0 (~0%),2,70,16,10,off,flatten,1,1
18min 00sec,8443 (0.036ms),435696 (36%),709782 (30%),78 (1%),2498 (36%),0 (~0%),2,70,16,70,off,flatten,1,1
04min 29sec,585050 (2.5ms),59852 (5%),67351 (2%),100 (2%),565 (8%),5 (~0%),2,70,16,5,off,off,1,1
20min 29sec,8707 (0.037ms),483932 (40%),853284 (36%),78 (1%),2498 (36%),0 (~0%),4,70,16,5,off,flatten,1,1
60min 00sec,,,,,,,2,70,80,5,off,flatten,1,1
18min 21sec,8443 (0.036ms),435696 (36%),709782 (30%),78 (1%),2498 (36%),0 (~0%),2,70,16,2,off,flatten,1,1
06min 55sec,13133 (0.056ms),177274 (14%),316206 (13%),66 (1%),780 (11%),0 (~0%),2,70,5,5,off,flatten,1,1
60min 00sec,,,,,,,2,70,20,5,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,2,80
18min 39sec,9371 (0.04ms),415260 (35%),581307 (24%),78 (1%),2498 (36%),0 (~0%),2,7,16,5,off,flatten,1,1
18min 10sec,9051 (0.039ms),415550 (35%),582719 (24%),78 (1%),2498 (36%),0 (~0%),2,14,16,5,off,flatten,1,1
19min 33sec,8551 (0.037ms),448624 (37%),781558 (33%),78 (1%),2498 (36%),0 (~0%),3,70,16,5,off,flatten,1,1
60min 00sec,,,,,,,2,70,16,5,flatten,flatten,1,1
18min 28sec,8443 (0.036ms),435696 (36%),709782 (30%),78 (1%),2498 (36%),0 (~0%),2,70,16,14,off,flatten,1,1
17min 52sec,8840 (0.038ms),407170 (34%),579796 (24%),78 (1%),2497 (36%),0 (~0%),5,70,16,5,off,flatten,1,1
17min 35sec,9974 (0.043ms),407178 (34%),579818 (24%),78 (1%),2496 (36%),0 (~0%),12,70,16,5,off,flatten,1,1
60min 00sec,,,,,,,1,2,5,14,flatten,off,8,4
17min 35sec,9643 (0.041ms),407183 (34%),579804 (24%),78 (1%),2496 (36%),0 (~0%),10,70,16,5,off,flatten,1,1
17min 31sec,11306 (0.048ms),407156 (34%),579802 (24%),78 (1%),2496 (36%),0 (~0%),20,70,16,5,off,flatten,1,1
17min 35sec,8996 (0.038ms),407178 (34%),579816 (24%),78 (1%),2497 (36%),0 (~0%),6,70,16,5,off,flatten,1,1
03min 34sec,461231 (1.845ms),9031 (~0%),7483 (~0%),78 (1%),22 (~0%),4 (~0%),1,1,1,1,off,off,1,1
05min 17sec,149233 (0.597ms),37195 (3%),41539 (1%),134 (3%),184 (2%),0 (~0%),1,1,1,14,off,off,1,1
05min 23sec,35347 (0.151ms),39035 (3%),46217 (1%),218 (5%),162 (2%),0 (~0%),1,1,1,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,1,1
04min 59sec,457634 (1.831ms),25068 (2%),29386 (1%),106 (2%),90 (1%),2 (~0%),1,7,1,1,off,off,1,1
05min 13sec,489564 (1.958ms),9595 (~0%),7858 (~0%),90 (2%),24 (~0%),2 (~0%),2,1,1,1,off,off,1,1
05min 09sec,158833 (0.635ms),32822 (2%),36608 (1%),138 (3%),140 (2%),0 (~0%),1,1,1,10,off,off,1,1
04min 13sec,166314 (0.665ms),44633 (3%),45459 (1%),106 (2%),216 (3%),0 (~0%),4,1,1,14,off,off,1,1
07min 23sec,15487 (0.066ms),205351 (17%),296642 (12%),78 (1%),1248 (18%),0 (~0%),1,1,8,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,4,1
05min 41sec,23947 (0.103ms),98259 (8%),121912 (5%),78 (1%),382 (5%),0 (~0%),1,1,4,1,off,flatten,1,1
04min 52sec,43323 (0.185ms),66153 (5%),55387 (2%),218 (5%),162 (2%),0 (~0%),10,1,1,1,off,flatten,1,1
04min 07sec,149593 (0.598ms),45892 (3%),53476 (2%),134 (3%),259 (3%),0 (~0%),1,7,1,14,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,60,1
09min 18sec,15140 (0.065ms),232456 (19%),305666 (12%),78 (1%),1249 (18%),0 (~0%),5,1,8,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,4,2
06min 08sec,20047 (0.086ms),98901 (8%),124538 (5%),78 (1%),382 (5%),0 (~0%),1,14,4,1,off,flatten,1,1
04min 26sec,475631 (2.123ms),9013 (~0%),7462 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,8,1,off,off,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,8,1
05min 55sec,19109 (0.082ms),128033 (10%),177750 (7%),66 (1%),778 (11%),0 (~0%),1,1,5,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,8,1,flatten,flatten,1,1
09min 20sec,16843 (0.072ms),232469 (19%),305812 (12%),78 (1%),1248 (18%),0 (~0%),10,1,8,1,off,flatten,1,1
09min 14sec,18572 (0.079ms),232455 (19%),305811 (12%),78 (1%),1248 (18%),0 (~0%),15,1,8,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,8,2
09min 16sec,10940 (0.047ms),232808 (19%),306880 (12%),78 (1%),1249 (18%),0 (~0%),5,7,8,1,off,flatten,1,1
09min 15sec,15140 (0.065ms),232456 (19%),305666 (12%),78 (1%),1249 (18%),0 (~0%),5,1,8,14,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,2,1
10min 00sec,12690 (0.054ms),232642 (19%),305921 (12%),78 (1%),1249 (18%),0 (~0%),5,2,8,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,60,4
60min 00sec,,,,,,,1,1,1,1,flatten,off,60,2
60min 00sec,,,,,,,1,1,1,1,flatten,flatten,60,1
11min 28sec,14510 (0.062ms),278264 (23%),379158 (16%),44 (1%),1557 (22%),0 (~0%),5,1,10,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,2,2
60min 00sec,,,,,,,1,1,1,1,flatten,off,8,8
07min 43sec,14840 (0.063ms),155623 (13%),188346 (7%),66 (1%),779 (11%),0 (~0%),5,7,5,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,1,2
04min 07sec,549451 (2.453ms),9539 (~0%),7903 (~0%),90 (2%),24 (~0%),2 (~0%),5,2,8,1,off,off,1,1
09min 45sec,16806 (0.072ms),232628 (19%),306203 (12%),78 (1%),1248 (18%),0 (~0%),20,2,8,1,off,flatten,1,1
09min 36sec,10940 (0.047ms),232808 (19%),306880 (12%),78 (1%),1249 (18%),0 (~0%),5,7,8,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,8,80
09min 34sec,12690 (0.054ms),232642 (19%),305921 (12%),78 (1%),1249 (18%),0 (~0%),5,2,8,10,off,flatten,1,1
60min 00sec,,,,,,,5,2,8,1,flatten,flatten,1,1
11min 31sec,10310 (0.044ms),278616 (23%),380372 (16%),44 (1%),1557 (22%),0 (~0%),5,7,10,1,off,flatten,1,1
04min 09sec,398252 (1.593ms),29380 (2%),32041 (1%),24 (~0%),122 (1%),4 (~0%),5,7,10,1,off,off,1,1
10min 56sec,10100 (0.043ms),278784 (23%),381014 (16%),44 (1%),1557 (22%),0 (~0%),5,10,10,1,off,flatten,1,1
05min 33sec,34530 (0.145ms),79400 (6%),77772 (3%),78 (1%),163 (2%),0 (~0%),5,7,2,1,off,flatten,1,1
04min 59sec,34110 (0.146ms),66492 (5%),56455 (2%),218 (5%),163 (2%),0 (~0%),5,7,1,1,off,flatten,1,1
09min 21sec,14306 (0.061ms),232794 (19%),307162 (12%),78 (1%),1248 (18%),0 (~0%),20,7,8,1,off,flatten,1,1
10min 40sec,12060 (0.052ms),278450 (23%),379413 (16%),44 (1%),1557 (22%),0 (~0%),5,2,10,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,4,8
10min 39sec,10590 (0.045ms),278478 (23%),379988 (16%),44 (1%),1557 (22%),0 (~0%),5,5,10,1,off,flatten,1,1
10min 35sec,9960 (0.043ms),278906 (23%),381784 (16%),44 (1%),1557 (22%),0 (~0%),5,14,10,1,off,flatten,1,1
10min 40sec,11083 (0.047ms),278797 (23%),381160 (16%),44 (1%),1556 (22%),0 (~0%),10,10,10,1,off,flatten,1,1
10min 40sec,11738 (0.05ms),278619 (23%),380516 (16%),44 (1%),1556 (22%),0 (~0%),12,7,10,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,4,4
10min 49sec,10310 (0.044ms),278616 (23%),380372 (16%),44 (1%),1557 (22%),0 (~0%),5,7,10,1,off,flatten,1,1
09min 15sec,10590 (0.045ms),233098 (19%),308292 (13%),78 (1%),1249 (18%),0 (~0%),5,14,8,1,off,flatten,1,1
10min 44sec,13106 (0.056ms),278770 (23%),381296 (16%),44 (1%),1556 (22%),0 (~0%),20,10,10,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,2,1
10min 44sec,11318 (0.048ms),278909 (23%),381928 (16%),44 (1%),1556 (22%),0 (~0%),12,14,10,1,off,flatten,1,1
10min 50sec,10923 (0.047ms),278919 (23%),381930 (16%),44 (1%),1556 (22%),0 (~0%),10,14,10,1,off,flatten,1,1
10min 49sec,10100 (0.043ms),278784 (23%),381014 (16%),44 (1%),1557 (22%),0 (~0%),5,10,10,10,off,flatten,1,1
60min 00sec,,,,,,,5,14,10,1,flatten,flatten,1,1
10min 48sec,11912 (0.051ms),278895 (23%),381925 (16%),44 (1%),1556 (22%),0 (~0%),15,14,10,1,off,flatten,1,1
60min 00sec,,,,,,,1,1,1,1,flatten,off,1,8
10min 52sec,9960 (0.043ms),278906 (23%),381784 (16%),44 (1%),1557 (22%),0 (~0%),5,14,10,2,off,flatten,1,1
10min 48sec,9960 (0.043ms),278906 (23%),381784 (16%),44 (1%),1557 (22%),0 (~0%),5,14,10,1,off,flatten,1,1
04min 19sec,397902 (1.592ms),35381 (2%),37838 (1%),24 (~0%),178 (2%),4 (~0%),5,14,10,1,off,off,1,1
05min 18sec,763107 (3.052ms),9604 (~0%),7888 (~0%),102 (2%),22 (~0%),2 (~0%),20,1,1,1,off,off,1,1
05min 20sec,915264 (3.661ms),9620 (~0%),7898 (~0%),78 (1%),22 (~0%),8 (~0%),30,1,1,1,off,off,1,1
05min 13sec,457334 (1.829ms),27621 (2%),33905 (1%),106 (2%),146 (2%),2 (~0%),1,14,1,1,off,off,1,1
05min 21sec,475631 (2.123ms),9013 (~0%),7462 (~0%),78 (1%),23 (~0%),4 (~0%),1,1,8,1,off,off,1,1
05min 08sec,347532 (1.39ms),8968 (~0%),7134 (~0%),24 (~0%),23 (~0%),6 (~0%),1,1,10,1,off,off,1,1
05min 19sec,158833 (0.635ms),32822 (2%),36608 (1%),138 (3%),140 (2%),0 (~0%),1,1,1,10,off,off,1,1
04min 33sec,259106 (1.036ms),36371 (3%),37956 (1%),178 (4%),170 (2%),0 (~0%),20,1,1,10,off,off,1,1
04min 21sec,459485 (1.838ms),9730 (~0%),7469 (~0%),36 (~0%),23 (~0%),4 (~0%),10,1,10,1,off,off,1,1
04min 16sec,482308 (1.929ms),9733 (~0%),7540 (~0%),36 (~0%),23 (~0%),4 (~0%),12,1,10,1,off,off,1,1
04min 14sec,343755 (1.375ms),26279 (2%),31314 (1%),44 (1%),115 (1%),4 (~0%),1,10,10,1,off,off,1,1
04min 16sec,343635 (1.375ms),27720 (2%),33908 (1%),52 (1%),147 (2%),4 (~0%),1,14,10,1,off,off,1,1
04min 29sec,163633 (0.655ms),32909 (2%),36586 (1%),138 (3%),140 (2%),0 (~0%),1,1,8,10,off,off,1,1
04min 30sec,158833 (0.635ms),33058 (2%),36652 (1%),138 (3%),140 (2%),0 (~0%),1,1,16,10,off,off,1,1
04min 30sec,149233 (0.597ms),37195 (3%),41539 (1%),134 (3%),184 (2%),0 (~0%),1,1,1,14,off,off,1,1
04min 47sec,219092 (0.876ms),41947 (3%),42843 (1%),190 (4%),214 (3%),0 (~0%),15,1,1,14,off,off,1,1
